program_name_and_version,EnergyPlus 22.2
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 20,28.0
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 21,27.3
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 22,26.6
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 23,25.9
Hourly Free Float Temperatures February 1st and July 14th Multiple Test Cases 24,25.4
Hourly Annual Zone Temperature Bin Data - Case 900FF -19,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -18,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -17,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -16,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -15,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -14,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -13,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -12,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -11,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -10,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -9,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -8,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -7,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -6,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -5,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -4,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -3,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -2,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -1,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 0,4.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 1,4.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 2,20.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 3,21.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 4,39.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 5,51.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 6,63.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 7,70.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 8,83.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 9,126.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 10,166.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 11,216.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 12,187.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 13,196.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 14,251.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 15,271.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 16,236.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 17,317.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 18,318.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 19,332.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 20,309.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 21,325.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 22,302.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 23,278.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 24,298.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 25,283.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 26,309.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 27,304.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 28,326.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 29,358.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 30,384.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 31,366.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 32,400.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 33,374.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 34,313.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 35,253.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 36,212.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 37,153.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 38,116.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 39,65.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 40,35.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 41,17.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 42,7.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 43,2.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 44,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 45,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 46,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 47,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 48,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 49,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 50,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 51,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 52,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 53,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 54,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 55,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 56,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 57,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 58,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 59,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 60,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 61,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 62,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 63,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 64,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 65,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 66,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 67,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 68,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 69,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 70,0.0
